1358442177116, 2013-01-17, 18:02:57:116, [wp_site:SCM Lab; wp_post:1; user:krejcar.zbynek], 95.91.115.12, seek_start: 26.518627166748047   26.26, Mozilla/5.0 (Windows NT 6.2, WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358445368162, 2013-01-17, 18:56:08:162, [wp_site:SCM Lab; wp_post:1; user:durchanek.jan], 95.91.115.12, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 259.95, Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358445374435, 2013-01-17, 18:56:14:435, [wp_site:SCM Lab; wp_post:1; user:durchanek.jan], 95.91.115.12, seek_start: 265.8188781738281   265.66, Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358445374555, 2013-01-17, 18:56:14:555, [wp_site:SCM Lab; wp_post:1; user:durchanek.jan], 95.91.115.12, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 320.1, Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358445395533, 2013-01-17, 18:56:35:533, [wp_site:SCM Lab; wp_post:1; user:durchanek.jan], 95.91.115.12, seek_start: 341.42572021484375   341.38, Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358445395652, 2013-01-17, 18:56:35:652, [wp_site:SCM Lab; wp_post:1; user:durchanek.jan], 95.91.115.12, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 390.61, Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358445949920, 2013-01-17, 19:05:49:920, [wp_site:SCM Lab; wp_post:1; user:halamova.lucie], 95.91.115.12, seek_start: 20.31356   20.31, Mozilla/5.0 (Windows NT 6.0, rv:18.0) Gecko/20100101 Firefox/18.0
1358445950888, 2013-01-17, 19:05:50:888, [wp_site:SCM Lab; wp_post:1; user:halamova.lucie], 95.91.115.12, videos/0_grundlagen.webm seek_end: 643.21, Mozilla/5.0 (Windows NT 6.0, rv:18.0) Gecko/20100101 Firefox/18.0
1358446195565, 2013-01-17, 19:09:55:565, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 38.133083   37.83, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358446196135, 2013-01-17, 19:09:56:135, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 0, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358446461272, 2013-01-17, 19:14:21:272, [wp_site:SCM Lab; wp_post:1; user:halamova.lucie], 95.91.115.12, seek_start: 1152.833854   1152.73, Mozilla/5.0 (Windows NT 6.0, rv:18.0) Gecko/20100101 Firefox/18.0
1358446462075, 2013-01-17, 19:14:22:75, [wp_site:SCM Lab; wp_post:1; user:halamova.lucie], 95.91.115.12, videos/0_grundlagen.webm seek_end: 603.3, Mozilla/5.0 (Windows NT 6.0, rv:18.0) Gecko/20100101 Firefox/18.0
1358446537257, 2013-01-17, 19:15:37:257, [wp_site:SCM Lab; wp_post:1; user:halamova.lucie], 95.91.115.12, seek_start: 678.66331   678.52, Mozilla/5.0 (Windows NT 6.0, rv:18.0) Gecko/20100101 Firefox/18.0
1358446538391, 2013-01-17, 19:15:38:391, [wp_site:SCM Lab; wp_post:1; user:halamova.lucie], 95.91.115.12, videos/0_grundlagen.webm seek_end: 4368.07, Mozilla/5.0 (Windows NT 6.0, rv:18.0) Gecko/20100101 Firefox/18.0
1358446542778, 2013-01-17, 19:15:42:778, [wp_site:SCM Lab; wp_post:1; user:halamova.lucie], 95.91.115.12, seek_start: 4372.245147   4371.96, Mozilla/5.0 (Windows NT 6.0, rv:18.0) Gecko/20100101 Firefox/18.0
1358446543484, 2013-01-17, 19:15:43:484, [wp_site:SCM Lab; wp_post:1; user:halamova.lucie], 95.91.115.12, videos/0_grundlagen.webm seek_end: 4489.77, Mozilla/5.0 (Windows NT 6.0, rv:18.0) Gecko/20100101 Firefox/18.0
1358446547499, 2013-01-17, 19:15:47:499, [wp_site:SCM Lab; wp_post:1; user:halamova.lucie], 95.91.115.12, seek_start: 4492.899047   4492.76, Mozilla/5.0 (Windows NT 6.0, rv:18.0) Gecko/20100101 Firefox/18.0
1358446548153, 2013-01-17, 19:15:48:153, [wp_site:SCM Lab; wp_post:1; user:halamova.lucie], 95.91.115.12, videos/0_grundlagen.webm seek_end: 4535.71, Mozilla/5.0 (Windows NT 6.0, rv:18.0) Gecko/20100101 Firefox/18.0
1358446581939, 2013-01-17, 19:16:21:939, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 125.165646   125.1, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358446582638, 2013-01-17, 19:16:22:638, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 65.78, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358446735921, 2013-01-17, 19:18:55:921, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, [add_annotation; content:just in time planung; time:207.50263], Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358446983332, 2013-01-17, 19:23:03:332, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, [add_annotation; content:disposition; time:429.233061], Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447066727, 2013-01-17, 19:24:26:727, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, [add_annotation; content:optimal; time:502.140997], Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447100091, 2013-01-17, 19:25:00:91, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, [add_annotation; content:optimal Handeln; time:510.637119], Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447149536, 2013-01-17, 19:25:49:536, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 541.935123   541.89, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447149645, 2013-01-17, 19:25:49:645, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 453.49, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447152941, 2013-01-17, 19:25:52:941, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 455.435714   455.4, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447153044, 2013-01-17, 19:25:53:44, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 482.9, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447240990, 2013-01-17, 19:27:20:990, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 547.572108   547.57, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447241113, 2013-01-17, 19:27:21:113, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 492.71, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447246027, 2013-01-17, 19:27:26:27, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 496.600385   496.47, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447246143, 2013-01-17, 19:27:26:143, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 531.93, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447253973, 2013-01-17, 19:27:33:973, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 537.137959   537.04, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447254086, 2013-01-17, 19:27:34:86, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 478, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447720611, 2013-01-17, 19:35:20:611, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, [open_popcorn], Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447788190, 2013-01-17, 19:36:28:190, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 57.804625   57.77, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447788307, 2013-01-17, 19:36:28:307, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 139.72, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447798445, 2013-01-17, 19:36:38:445, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 145.833287   145.57, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447798567, 2013-01-17, 19:36:38:567, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 257.38, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447807949, 2013-01-17, 19:36:47:949, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 263.134263   262.94, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447808058, 2013-01-17, 19:36:48:58, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 345.63, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447851313, 2013-01-17, 19:37:31:313, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 386.367369   386.27, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447851395, 2013-01-17, 19:37:31:395, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 443.68, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447919174, 2013-01-17, 19:38:39:174, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, [add_annotation; content:optimales Handeln; time:505.918163], Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358447964795, 2013-01-17, 19:39:24:795, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, [add_annotation; content:Zielhierarchie; time:543.263378], Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448064568, 2013-01-17, 19:41:04:568, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, [add_annotation; content:globale Ziele; time:537.367029], Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448107538, 2013-01-17, 19:41:47:538, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, [add_annotation; content:Lieferbereitschaftserhöhung; time:566.562652], Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448207512, 2013-01-17, 19:43:27:512, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, [add_annotation; content:Lagerkostenreduzierung; time:645.43671], Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448285744, 2013-01-17, 19:44:45:744, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 723.567391   723.4, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448285859, 2013-01-17, 19:44:45:859, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 669.2, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448352657, 2013-01-17, 19:45:52:657, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, [add_annotation; content:Spitzenkennzahlen; Basiskennzahlen; time:722.20043], Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448430466, 2013-01-17, 19:47:10:466, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 792.600225   792.47, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448430653, 2013-01-17, 19:47:10:653, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 732.93, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448436962, 2013-01-17, 19:47:16:962, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 735.067301   734.97, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448437102, 2013-01-17, 19:47:17:102, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 757.45, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448455817, 2013-01-17, 19:47:35:817, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, [add_annotation; content:Optimierung; time:765.667006], Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448700995, 2013-01-17, 19:51:40:995, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 1010.768299   1010.77, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448701132, 2013-01-17, 19:51:41:132, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 963.35, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448708495, 2013-01-17, 19:51:48:495, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 969.067074   968.97, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448708615, 2013-01-17, 19:51:48:615, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 987.87, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448724586, 2013-01-17, 19:52:04:586, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, [add_annotation; content:Zielfunktion; time:994.335192], Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448939329, 2013-01-17, 19:55:39:329, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 1208.937165   1208.94, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448939448, 2013-01-17, 19:55:39:448, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 1134.94, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448956576, 2013-01-17, 19:55:56:576, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 1150.767006   1150.77, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358448956685, 2013-01-17, 19:55:56:685, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 1169.26, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358449155493, 2013-01-17, 19:59:15:493, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 1367.159818   1366.97, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358449155613, 2013-01-17, 19:59:15:613, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 1296.73, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358449162952, 2013-01-17, 19:59:22:952, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 1301.801587   1301.57, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358449163045, 2013-01-17, 19:59:23:45, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 1242.8, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358449178942, 2013-01-17, 19:59:38:942, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 1257.963786   1257.77, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358449195718, 2013-01-17, 19:59:55:718, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, [add_annotation; content:Planungsaufgaben; time:1266.839682], Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358449202125, 2013-01-17, 20:00:02:125, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 1273.23297   1257.75, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358449202244, 2013-01-17, 20:00:02:244, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 1306.53, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358449206034, 2013-01-17, 20:00:06:34, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 1307.9   1307.9, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358449206149, 2013-01-17, 20:00:06:149, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 1355.56, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358449262559, 2013-01-17, 20:01:02:559, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 1397.341383   1397.34, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358449262678, 2013-01-17, 20:01:02:678, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 1350.66, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358449266658, 2013-01-17, 20:01:06:658, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, seek_start: 1354.067006   1353.8, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358449266777, 2013-01-17, 20:01:06:777, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, videos/8_scm_logistik.webm seek_end: 1380.07, Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358449292098, 2013-01-17, 20:01:32:98, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, [add_annotation; content:Transportplanung; time:1394.673061], Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358449314751, 2013-01-17, 20:01:54:751, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, [add_annotation; content:Kommissionierungsplanung; time:1404.17204], Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358449326623, 2013-01-17, 20:02:06:623, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, [add_annotation; content:Routenplanung; time:1406.438571], Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358449336671, 2013-01-17, 20:02:16:671, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, [add_annotation; content:Batchplanung; time:1408.302698], Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358449509182, 2013-01-17, 20:05:09:182, [wp_site:SCM Lab; wp_post:1; user:merkel.karolin], 79.197.124.73, [open_popcorn], Mozilla/5.0 (Windows NT 6.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358450219897, 2013-01-17, 20:16:59:897, [wp_site:SCM Lab; wp_post:1; user:halamova.lucie], 95.91.115.12, seek_start: 1528.110861   1528.11, Mozilla/5.0 (Windows NT 6.0, rv:18.0) Gecko/20100101 Firefox/18.0
1358450219999, 2013-01-17, 20:16:59:999, [wp_site:SCM Lab; wp_post:1; user:halamova.lucie], 95.91.115.12, videos/0_grundlagen.webm seek_end: 4530.2, Mozilla/5.0 (Windows NT 6.0, rv:18.0) Gecko/20100101 Firefox/18.0
1358450225763, 2013-01-17, 20:17:05:763, [wp_site:SCM Lab; wp_post:1; user:halamova.lucie], 95.91.115.12, seek_start: 4535.791428   4535.58, Mozilla/5.0 (Windows NT 6.0, rv:18.0) Gecko/20100101 Firefox/18.0
1358450226346, 2013-01-17, 20:17:06:346, [wp_site:SCM Lab; wp_post:1; user:halamova.lucie], 95.91.115.12, videos/0_grundlagen.webm seek_end: 4552.02, Mozilla/5.0 (Windows NT 6.0, rv:18.0) Gecko/20100101 Firefox/18.0
1358451558835, 2013-01-17, 20:39:18:835, [wp_site:SCM Lab; wp_post:1; user:urbancova.adela], 95.91.115.12, seek_start: 21.933015   21.83, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358451558996, 2013-01-17, 20:39:18:996, [wp_site:SCM Lab; wp_post:1; user:urbancova.adela], 95.91.115.12, videos/8_scm_logistik.webm seek_end: 747.64, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358451563141, 2013-01-17, 20:39:23:141, [wp_site:SCM Lab; wp_post:1; user:urbancova.adela], 95.91.115.12, seek_start: 26.233061   26.1, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358451563526, 2013-01-17, 20:39:23:526, [wp_site:SCM Lab; wp_post:1; user:urbancova.adela], 95.91.115.12, videos/8_scm_logistik.webm seek_end: 559.95, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358451565549, 2013-01-17, 20:39:25:549, [wp_site:SCM Lab; wp_post:1; user:urbancova.adela], 95.91.115.12, seek_start: 28.633015   28.5, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358451566019, 2013-01-17, 20:39:26:19, [wp_site:SCM Lab; wp_post:1; user:urbancova.adela], 95.91.115.12, videos/8_scm_logistik.webm seek_end: 1895.82, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358451567680, 2013-01-17, 20:39:27:680, [wp_site:SCM Lab; wp_post:1; user:urbancova.adela], 95.91.115.12, seek_start: 30.767029   30.63, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358451567896, 2013-01-17, 20:39:27:896, [wp_site:SCM Lab; wp_post:1; user:urbancova.adela], 95.91.115.12, videos/8_scm_logistik.webm seek_end: 3561.71, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358451568550, 2013-01-17, 20:39:28:550, [wp_site:SCM Lab; wp_post:1; user:urbancova.adela], 95.91.115.12, seek_start: 31.633015   31.43, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358451569587, 2013-01-17, 20:39:29:587, [wp_site:SCM Lab; wp_post:1; user:urbancova.adela], 95.91.115.12, videos/8_scm_logistik.webm seek_end: 3578.87, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358451574041, 2013-01-17, 20:39:34:41, [wp_site:SCM Lab; wp_post:1; user:urbancova.adela], 95.91.115.12, seek_start: 37.133015   37.03, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358451574190, 2013-01-17, 20:39:34:190, [wp_site:SCM Lab; wp_post:1; user:urbancova.adela], 95.91.115.12, videos/8_scm_logistik.webm seek_end: 683.91, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358451586293, 2013-01-17, 20:39:46:293, [wp_site:SCM Lab; wp_post:1; user:urbancova.adela], 95.91.115.12, seek_start: 694.800657   694.67, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358451586572, 2013-01-17, 20:39:46:572, [wp_site:SCM Lab; wp_post:1; user:urbancova.adela], 95.91.115.12, videos/8_scm_logistik.webm seek_end: 944.15, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358451587651, 2013-01-17, 20:39:47:651, [wp_site:SCM Lab; wp_post:1; user:urbancova.adela], 95.91.115.12, seek_start: 696.167029   696, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
1358451587966, 2013-01-17, 20:39:47:966, [wp_site:SCM Lab; wp_post:1; user:urbancova.adela], 95.91.115.12, videos/8_scm_logistik.webm seek_end: 916.04, Mozilla/5.0 (Windows NT 5.1, rv:18.0) Gecko/20100101 Firefox/18.0
